Date,Tier,OTM,ShortOTM,LongOTM,Safety,Premium,PnL,DaysHeld,Result,Risk,Side,VIX,ATR,Score,Size,Week,WeekCap,Year,Regime
2017-07-24,Monday-RW,600,600,800,99.9,45,20.9,5,WIN,155.0,Bull Put,11.31,69.4,1,0.75,2017_30,420.0,2017,ultra-calm
2017-07-25,Normal,550,550,750,99.7,60,31.0,5,WIN,140.0,Bull Put,10.91,68.8,1,1.5,2017_30,420.0,2017,ultra-calm
2017-08-01,Aggressive,450,450,650,98.2,100,65.0,7,WIN,100.0,Bull Put,11.91,71.9,0,1.5,2017_31,600.0,2017,ultra-calm
2017-08-02,Wednesday-MW,600,600,800,99.8,50,24.0,7,WIN,150.0,Bull Put,11.94,72.6,0,0.75,2017_31,600.0,2017,ultra-calm
2017-08-03,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.64,73.3,0,0.75,2017_31,600.0,2017,ultra-calm
2017-08-07,Monday-RW,600,600,800,99.8,45,20.9,7,WIN,155.0,Bull Put,11.9,74.1,0,0.75,2017_32,600.0,2017,ultra-calm
2017-08-10,NarrowCondor,400+400,400,600,93.5,220,116.0,5,WIN,180.0,Condor,13.8,82.0,1,1.0,2017_32,420.0,2017,normal
2017-08-14,NarrowCondor,400+400,400,600,91.0,220,116.0,5,WIN,180.0,Condor,14.38,89.1,1,1.0,2017_33,420.0,2017,normal
2017-08-16,Cautious,650,650,850,99.2,40,16.0,5,WIN,160.0,Bull Put,14.24,91.9,0,1.5,2017_33,420.0,2017,normal
2017-08-21,NarrowCondor,400+400,400,600,88.6,220,116.0,5,WIN,180.0,Condor,14.82,95.8,0,1.0,2017_34,420.0,2017,normal
2017-08-22,Normal,550,550,750,97.2,60,31.0,5,WIN,140.0,Bull Put,14.11,94.4,0,1.5,2017_34,420.0,2017,normal
2017-08-28,Monday-RW,600,600,800,99.1,45,20.9,5,WIN,155.0,Bull Put,12.64,87.2,0,0.75,2017_35,420.0,2017,normal
2017-08-30,Wednesday-MW,600,600,800,98.6,50,24.0,5,WIN,150.0,Bull Put,12.89,92.0,0,0.75,2017_35,420.0,2017,normal
2017-08-31,Near-VC,700,700,900,99.7,80,44.0,5,WIN,120.0,Bull Put,11.95,90.2,0,0.75,2017_35,600.0,2017,ultra-calm
2017-09-01,Friday-SNP,600,600,800,99.4,42,16.4,4,WIN,158.0,Bull Put,11.68,89.0,0,0.75,2017_35,600.0,2017,ultra-calm
2017-09-05,Normal,550,550,750,98.0,60,31.0,5,WIN,140.0,Bull Put,12.89,89.3,0,1.5,2017_36,420.0,2017,normal
2017-09-06,Wednesday-MW,600,600,800,99.0,50,24.0,5,WIN,150.0,Bull Put,13.12,87.5,0,0.75,2017_36,420.0,2017,normal
2017-09-11,Monday-RW,600,600,800,99.3,45,20.9,5,WIN,155.0,Bull Put,12.36,83.8,0,0.75,2017_37,420.0,2017,normal
2017-09-12,Aggressive,450,450,650,95.6,100,65.0,5,WIN,100.0,Bull Put,11.76,84.4,0,1.5,2017_37,600.0,2017,ultra-calm
2017-09-13,Wednesday-MW,600,600,800,99.4,50,24.0,5,WIN,150.0,Bull Put,11.76,83.2,0,0.75,2017_37,600.0,2017,ultra-calm
2017-09-14,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.47,81.2,0,0.75,2017_37,600.0,2017,ultra-calm
2017-09-18,Monday-RW,600,600,800,99.5,45,20.9,7,WIN,155.0,Bull Put,11.44,80.9,0,0.75,2017_38,600.0,2017,ultra-calm
2017-09-19,Aggressive,450,450,650,97.0,100,65.0,7,WIN,100.0,Bull Put,11.47,78.6,0,1.5,2017_38,600.0,2017,ultra-calm
2017-09-20,Wednesday-MW,600,600,800,99.7,50,24.0,7,WIN,150.0,Bull Put,11.63,75.5,0,0.75,2017_38,600.0,2017,ultra-calm
2017-09-21,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.63,77.3,0,0.75,2017_38,600.0,2017,ultra-calm
2017-09-26,NarrowCondor,400+400,400,600,91.5,220,116.0,6,WIN,180.0,Condor,12.93,87.7,1,1.0,2017_39,420.0,2017,normal
2017-09-28,Normal,550,550,750,96.9,60,31.0,5,WIN,140.0,Bull Put,13.17,96.3,2,1.5,2017_39,420.0,2017,normal
2017-10-04,Wednesday-MW,600,600,800,98.1,50,24.0,5,WIN,150.0,Bull Put,11.8,96.4,1,0.75,2017_40,420.0,2017,ultra-calm
2017-10-05,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.71,94.1,1,0.75,2017_40,420.0,2017,ultra-calm
2017-10-09,Monday-RW,600,600,800,98.6,45,20.9,5,WIN,155.0,Bull Put,11.39,91.9,1,0.75,2017_41,420.0,2017,ultra-calm
2017-10-10,Aggressive,450,450,650,94.5,100,65.0,5,WIN,100.0,Bull Put,11.11,88.6,0,1.0,2017_41,600.0,2017,ultra-calm
2017-10-12,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,11.04,93.4,1,0.75,2017_41,420.0,2017,ultra-calm
2017-10-16,Monday-RW,600,600,800,98.6,45,20.9,5,WIN,155.0,Bull Put,11.31,92.5,1,0.75,2017_42,420.0,2017,ultra-calm
2017-10-17,Normal,550,550,750,98.1,60,31.0,5,WIN,140.0,Bull Put,11.61,88.7,2,1.5,2017_42,420.0,2017,ultra-calm
2017-10-23,Monday-RW,600,600,800,99.0,45,20.9,5,WIN,155.0,Bull Put,12.33,87.9,0,0.75,2017_43,420.0,2017,normal
2017-10-24,NarrowCondor,400+400,400,600,92.3,220,116.0,7,WIN,180.0,Condor,11.59,85.6,1,1.0,2017_43,420.0,2017,ultra-calm
2017-10-27,Friday-SNP,600,600,800,99.6,42,16.4,4,WIN,158.0,Bull Put,11.48,85.5,0,0.75,2017_43,600.0,2017,ultra-calm
2017-10-31,Normal,550,550,750,99.0,60,31.0,5,WIN,140.0,Bull Put,12.44,81.0,0,1.5,2017_44,420.0,2017,normal
2017-11-01,Wednesday-MW,600,600,800,99.4,50,24.0,6,WIN,150.0,Bull Put,12.14,83.2,0,0.75,2017_44,420.0,2017,normal
2017-11-07,NarrowCondor,400+400,400,600,93.1,220,116.0,7,WIN,180.0,Condor,13.24,83.1,0,1.0,2017_45,420.0,2017,normal
2017-11-08,Wednesday-MW,600,600,800,99.3,50,24.0,6,WIN,150.0,Bull Put,13.61,84.1,0,0.75,2017_45,420.0,2017,normal
2017-11-15,Wednesday-MW,600,600,800,98.8,50,24.0,5,WIN,150.0,Bull Put,14.27,90.7,1,0.75,2017_46,420.0,2017,normal
2017-11-16,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,13.46,91.5,0,0.75,2017_46,420.0,2017,normal
2017-11-20,Monday-RW,600,600,800,98.8,45,20.9,5,WIN,155.0,Bull Put,13.43,89.7,0,0.75,2017_47,420.0,2017,normal
2017-11-21,Normal,550,550,750,98.2,60,31.0,5,WIN,140.0,Bull Put,13.72,87.7,0,1.5,2017_47,420.0,2017,normal
2017-11-27,Monday-RW,600,600,800,99.5,45,20.9,7,WIN,155.0,Bull Put,13.03,81.0,0,0.75,2017_48,420.0,2017,normal
2017-11-28,NarrowCondor,400+400,400,600,94.4,220,144.7,5,WIN,180.0,Condor,13.15,79.1,0,1.0,2017_48,420.0,2017,normal
2017-12-04,Monday-RW,600,600,800,99.1,45,20.9,5,WIN,155.0,Bull Put,14.86,86.5,1,0.75,2017_49,420.0,2017,normal
2017-12-05,NarrowCondor,400+400,400,600,92.2,220,116.0,6,WIN,180.0,Condor,15.01,85.8,1,1.0,2017_49,420.0,2017,normal
2017-12-11,Monday-RW,600,600,800,99.0,45,20.9,5,WIN,155.0,Bull Put,14.15,88.5,0,0.75,2017_50,420.0,2017,normal
2017-12-18,VIX-Collapse,700,700,900,97.8,100,62.0,5,WIN,100.0,Bull Put,13.12,115.5,0,1.5,2017_51,420.0,2017,normal
2017-12-19,VIX-Collapse,700,700,900,98.1,100,62.0,5,WIN,100.0,Bull Put,12.19,112.9,1,1.5,2017_51,420.0,2017,normal
2017-12-20,Cautious,650,650,850,97.6,40,16.0,5,WIN,160.0,Bull Put,12.19,108.9,2,1.5,2017_51,420.0,2017,normal
2017-12-26,Normal,550,550,750,96.3,60,31.0,6,WIN,140.0,Bull Put,12.05,99.5,1,1.5,2017_52,420.0,2017,normal
2017-12-27,Wednesday-MW,600,600,800,97.9,50,24.0,5,WIN,150.0,Bull Put,12.49,98.3,1,0.75,2017_52,420.0,2017,normal
2018-01-02,NarrowCondor,400+400,400,600,88.6,220,116.0,7,WIN,180.0,Condor,13.69,95.7,0,1.0,2018_01,420.0,2018,normal
2018-01-03,Wednesday-MW,600,600,800,98.4,50,24.0,5,WIN,150.0,Bull Put,13.62,94.1,0,0.75,2018_01,420.0,2018,normal
2018-01-09,Normal,550,550,750,98.4,60,31.0,5,WIN,140.0,Bull Put,13.85,86.3,0,1.5,2018_02,420.0,2018,normal
2018-01-10,Wednesday-MW,600,600,800,99.3,50,24.0,5,WIN,150.0,Bull Put,14.04,84.6,0,0.75,2018_02,420.0,2018,normal
2018-01-16,Normal,550,550,750,98.6,60,31.0,5,WIN,140.0,Bull Put,14.09,84.5,0,1.5,2018_03,420.0,2018,normal
2018-01-17,Wednesday-MW,600,600,800,99.0,50,24.0,5,WIN,150.0,Bull Put,13.86,88.0,0,0.75,2018_03,420.0,2018,normal
2018-01-25,Cautious,650,650,850,99.3,40,16.0,7,WIN,160.0,Bull Put,17.51,91.4,2,1.5,2018_04,300.0,2018,elevated
2018-01-29,Cautious,650,650,850,99.2,40,-168.0,7,LOSS,160.0,Bull Put,17.89,92.5,2,1.5,2018_05,300.0,2018,elevated
2018-02-08,Near-VC,700,700,900,93.6,80,44.0,7,WIN,120.0,Bull Put,17.77,142.8,2,0.75,2018_06,300.0,2018,elevated
2018-02-12,Normal,550,550,750,85.8,60,31.0,6,WIN,140.0,Bull Put,17.88,141.5,2,1.0,2018_07,300.0,2018,elevated
2018-02-14,Near-VC,700,700,900,94.0,80,44.0,6,WIN,120.0,Bull Put,17.18,140.7,2,0.75,2018_07,300.0,2018,elevated
2018-02-19,CONDOR,500+450,500,700,80.0,160,81.0,6,WIN,280.0,Condor,16.67,147.4,2,0.75,2018_08,300.0,2018,elevated
2018-02-23,VIX-Collapse,700,700,900,94.9,100,62.0,7,WIN,100.0,Bull Put,14.2,135.5,1,1.0,2018_08,420.0,2018,normal
2018-02-26,Near-VC,700,700,900,95.3,80,44.0,7,WIN,120.0,Bull Put,13.7,133.0,0,0.75,2018_09,420.0,2018,normal
2018-02-27,CONDOR,450+450,450,650,80.9,160,81.0,7,WIN,280.0,Condor,13.92,130.2,0,0.75,2018_09,420.0,2018,normal
2018-03-07,Wednesday-MW,600,600,800,92.2,50,24.0,5,WIN,150.0,Bull Put,15.7,128.9,1,0.75,2018_10,420.0,2018,normal
2018-03-08,Near-VC,700,700,900,96.1,80,44.0,5,WIN,120.0,Bull Put,14.59,128.5,1,0.75,2018_10,420.0,2018,normal
2018-03-09,Bear-Call,550,550,750,90.3,60,32.0,5,WIN,140.0,Bear Call,14.53,125.3,1,1.0,2018_10,420.0,2018,normal
2018-03-12,Monday-RW,600,600,800,91.7,45,20.9,7,WIN,155.0,Bull Put,14.49,130.9,0,0.75,2018_11,420.0,2018,normal
2018-03-14,Wednesday-MW,600,600,800,92.8,50,36.5,3,WIN,150.0,Bull Put,14.36,125.9,1,0.75,2018_11,420.0,2018,normal
2018-03-19,Monday-RW,600,600,800,92.5,45,20.9,5,WIN,155.0,Bull Put,15.82,127.2,1,0.75,2018_12,420.0,2018,normal
2018-03-20,Bear-Call,550,550,750,90.2,60,32.0,6,WIN,140.0,Bear Call,15.61,125.6,1,1.0,2018_12,420.0,2018,normal
2018-03-26,Monday-RW,600,600,800,92.3,45,20.9,5,WIN,155.0,Bull Put,15.2,128.4,0,0.75,2018_13,420.0,2018,normal
2018-03-28,Wednesday-MW,600,600,800,93.8,50,24.0,5,WIN,150.0,Bull Put,15.76,121.3,0,0.75,2018_13,420.0,2018,normal
2018-04-02,Monday-RW,600,600,800,94.2,45,20.9,5,WIN,155.0,Bull Put,15.35,119.7,1,0.75,2018_14,420.0,2018,normal
2018-04-03,NarrowCondor,400+400,400,600,80.3,220,116.0,7,WIN,180.0,Condor,15.19,117.1,1,0.75,2018_14,420.0,2018,normal
2018-04-09,Monday-RW,600,600,800,94.3,45,20.9,5,WIN,155.0,Bull Put,14.87,119.1,1,0.75,2018_15,420.0,2018,normal
2018-04-10,NarrowCondor,400+400,400,600,81.4,220,116.0,7,WIN,180.0,Condor,14.5,114.3,0,0.75,2018_15,420.0,2018,normal
2018-04-17,NarrowCondor,400+400,400,600,85.0,220,116.0,6,WIN,180.0,Condor,14.04,105.1,0,0.75,2018_16,420.0,2018,normal
2018-04-18,Wednesday-MW,600,600,800,97.2,50,24.0,5,WIN,150.0,Bull Put,14.11,103.5,0,0.75,2018_16,420.0,2018,normal
2018-04-23,Monday-RW,600,600,800,98.3,45,20.9,5,WIN,155.0,Bull Put,13.15,94.8,1,0.75,2018_17,420.0,2018,normal
2018-04-24,Aggressive,450,450,650,93.3,100,65.0,5,WIN,100.0,Bull Put,11.9,92.9,0,1.0,2018_17,600.0,2018,ultra-calm
2018-04-26,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,12.04,90.5,0,0.75,2018_17,420.0,2018,normal
2018-04-30,Monday-RW,600,600,800,98.9,45,20.9,5,WIN,155.0,Bull Put,12.36,89.5,0,0.75,2018_18,420.0,2018,normal
2018-05-02,Wednesday-MW,600,600,800,98.8,50,24.0,5,WIN,150.0,Bull Put,12.84,89.8,0,0.75,2018_18,420.0,2018,normal
2018-05-07,Monday-RW,600,600,800,98.8,45,20.9,5,WIN,155.0,Bull Put,13.76,90.7,0,0.75,2018_19,420.0,2018,normal
2018-05-08,NarrowCondor,400+400,400,600,91.0,220,116.0,6,WIN,180.0,Condor,14.06,89.1,0,1.0,2018_19,420.0,2018,normal
2018-05-14,Monday-RW,600,600,800,99.1,45,20.9,7,WIN,155.0,Bull Put,14.25,86.4,0,0.75,2018_20,420.0,2018,normal
2018-05-15,Normal,550,550,750,97.8,60,31.0,7,WIN,140.0,Bull Put,13.17,90.8,0,1.5,2018_20,420.0,2018,normal
2018-05-21,Monday-RW,600,600,800,98.4,45,20.9,5,WIN,155.0,Bull Put,14.41,94.3,1,0.75,2018_21,420.0,2018,normal
2018-05-22,NarrowCondor,400+400,400,600,89.8,220,116.0,6,WIN,180.0,Condor,13.6,92.4,1,1.0,2018_21,420.0,2018,normal
2018-05-28,Monday-RW,600,600,800,98.1,45,20.9,6,WIN,155.0,Bull Put,13.06,96.8,0,0.75,2018_22,420.0,2018,normal
2018-05-29,Normal,550,550,750,96.8,60,31.0,5,WIN,140.0,Bull Put,13.07,97.1,0,1.5,2018_22,420.0,2018,normal
2018-06-04,Monday-RW,600,600,800,97.3,45,20.9,5,WIN,155.0,Bull Put,13.88,102.6,0,0.75,2018_23,420.0,2018,normal
2018-06-05,NarrowCondor,400+400,400,600,86.6,220,116.0,7,WIN,180.0,Condor,13.32,101.0,0,1.0,2018_23,420.0,2018,normal
2018-06-11,Monday-RW,600,600,800,97.6,45,20.9,5,WIN,155.0,Bull Put,13.18,100.5,0,0.75,2018_24,420.0,2018,normal
2018-06-12,Normal,550,550,750,96.5,60,31.0,6,WIN,140.0,Bull Put,12.73,98.7,1,1.5,2018_24,420.0,2018,normal
2018-06-18,Monday-RW,600,600,800,98.9,45,20.9,5,WIN,155.0,Bull Put,12.38,89.5,0,0.75,2018_25,420.0,2018,normal
2018-06-20,Wednesday-MW,600,600,800,99.0,50,24.0,7,WIN,150.0,Bull Put,12.17,88.4,0,0.75,2018_25,420.0,2018,normal
2018-06-26,NarrowCondor,400+400,400,600,91.2,220,116.0,6,WIN,180.0,Condor,12.8,88.5,0,1.0,2018_26,420.0,2018,normal
2018-06-28,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,13.95,93.4,0,0.75,2018_26,420.0,2018,normal
2018-07-02,Monday-RW,600,600,800,97.9,45,20.9,5,WIN,155.0,Bull Put,13.37,98.3,0,0.75,2018_27,420.0,2018,normal
2018-07-03,NarrowCondor,400+400,400,600,88.0,220,116.0,7,WIN,180.0,Condor,13.0,97.2,0,1.0,2018_27,420.0,2018,normal
2018-07-09,Monday-RW,600,600,800,98.5,45,20.9,5,WIN,155.0,Bull Put,12.39,93.1,0,0.75,2018_28,420.0,2018,normal
2018-07-10,Normal,550,550,750,97.3,60,31.0,5,WIN,140.0,Bull Put,12.4,94.0,1,1.5,2018_28,420.0,2018,normal
2018-07-17,Normal,550,550,750,97.5,60,31.0,5,WIN,140.0,Bull Put,12.83,92.7,1,1.5,2018_29,420.0,2018,normal
2018-07-19,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,13.59,92.8,1,0.75,2018_29,420.0,2018,normal
2018-07-23,Monday-RW,600,600,800,98.7,45,20.9,5,WIN,155.0,Bull Put,13.01,91.3,1,0.75,2018_30,420.0,2018,normal
2018-07-24,Normal,550,550,750,98.0,60,31.0,5,WIN,140.0,Bull Put,12.47,89.4,1,1.5,2018_30,420.0,2018,normal
2018-07-30,Normal,550,550,750,98.7,60,31.0,5,WIN,140.0,Bull Put,12.59,83.9,2,1.5,2018_31,420.0,2018,normal
2018-07-31,Normal,550,550,750,98.6,60,31.0,5,WIN,140.0,Bull Put,12.48,84.9,2,1.5,2018_31,420.0,2018,normal
2018-08-06,Monday-RW,600,600,800,99.1,45,20.9,5,WIN,155.0,Bull Put,12.56,86.5,0,0.75,2018_32,420.0,2018,normal
2018-08-07,NarrowCondor,400+400,400,600,92.4,220,116.0,5,WIN,180.0,Condor,12.58,85.2,0,1.0,2018_32,420.0,2018,normal
2018-08-14,NarrowCondor,400+400,400,600,93.9,220,116.0,7,WIN,180.0,Condor,13.28,80.6,0,1.0,2018_33,420.0,2018,normal
2018-08-16,Thursday-EXP,550,550,750,100.0,35,12.5,1,WIN,165.0,Bull Put,13.65,80.8,0,0.75,2018_33,420.0,2018,normal
2018-08-20,Monday-RW,600,600,800,99.4,45,20.9,5,WIN,155.0,Bull Put,13.03,83.1,0,0.75,2018_34,420.0,2018,normal
2018-08-21,Normal,550,550,750,99.1,60,31.0,5,WIN,140.0,Bull Put,12.9,80.1,0,1.5,2018_34,420.0,2018,normal
2018-08-27,Monday-RW,600,600,800,99.3,45,20.9,7,WIN,155.0,Bull Put,12.24,83.8,1,0.75,2018_35,420.0,2018,normal
2018-08-28,Normal,550,550,750,98.8,60,31.0,7,WIN,140.0,Bull Put,12.43,82.3,0,1.5,2018_35,420.0,2018,normal
2018-09-04,NarrowCondor,400+400,400,600,91.1,220,116.0,6,WIN,180.0,Condor,13.78,89.0,0,1.0,2018_36,420.0,2018,normal
2018-09-05,Wednesday-MW,600,600,800,98.5,50,24.0,5,WIN,150.0,Bull Put,13.65,93.2,0,0.75,2018_36,420.0,2018,normal
2018-09-11,NarrowCondor,400+400,400,600,83.5,220,116.0,7,WIN,180.0,Condor,15.33,108.9,1,0.75,2018_37,420.0,2018,normal
2018-09-18,CONDOR,450+400,450,650,83.8,160,101.8,5,WIN,280.0,Condor,14.42,121.6,2,0.75,2018_38,420.0,2018,normal
2018-10-01,CONDOR,500+550,500,700,76.2,160,101.8,5,WIN,280.0,Condor,16.84,160.1,1,0.75,2018_40,300.0,2018,elevated
2018-11-09,CONDOR,550+550,550,750,80.8,160,81.0,7,WIN,280.0,Condor,17.77,159.2,1,0.75,2018_45,300.0,2018,elevated
2018-11-13,CONDOR,500+550,500,700,76.2,160,81.0,6,WIN,280.0,Condor,18.7,160.3,1,0.75,2018_46,300.0,2018,elevated
2018-11-20,CONDOR,500+450,500,700,81.3,160,81.0,7,WIN,280.0,Condor,19.33,143.1,1,0.75,2018_47,300.0,2018,elevated
2018-11-27,Normal,550,550,750,86.9,60,31.0,5,WIN,140.0,Bull Put,18.32,137.5,1,1.0,2018_48,300.0,2018,elevated
2018-11-28,Near-VC,700,700,900,95.4,80,44.0,5,WIN,120.0,Bull Put,17.96,132.9,0,0.75,2018_48,300.0,2018,elevated
2018-12-03,CONDOR,450+450,450,650,81.3,160,101.8,5,WIN,280.0,Condor,18.22,128.8,2,0.75,2018_49,300.0,2018,elevated
2018-12-12,VIX-Collapse,700,700,900,93.1,100,62.0,5,WIN,100.0,Bull Put,15.81,145.5,1,1.0,2018_50,420.0,2018,normal
2018-12-13,Near-VC,700,700,900,93.7,80,44.0,5,WIN,120.0,Bull Put,15.55,142.4,1,0.75,2018_50,420.0,2018,normal
2018-12-14,Cautious,650,650,850,92.8,40,16.0,5,WIN,160.0,Bull Put,15.16,136.7,1,1.0,2018_50,420.0,2018,normal
2018-12-17,Normal,550,550,750,88.0,60,31.0,7,WIN,140.0,Bull Put,14.54,133.9,2,1.0,2018_51,420.0,2018,normal
2018-12-18,Normal,550,550,750,88.7,60,31.0,6,WIN,140.0,Bull Put,14.58,131.1,2,1.0,2018_51,420.0,2018,normal
2018-12-19,Normal,550,550,750,89.9,60,46.8,3,WIN,140.0,Bull Put,14.66,126.8,2,1.0,2018_51,420.0,2018,normal
2018-12-24,Monday-RW,600,600,800,91.7,45,20.9,5,WIN,155.0,Bull Put,15.75,130.8,0,0.75,2018_52,420.0,2018,normal
2018-12-26,Wednesday-MW,600,600,800,90.3,50,24.0,5,WIN,150.0,Bull Put,15.92,136.6,0,0.75,2018_52,420.0,2018,normal
2019-01-01,Normal,550,550,750,89.8,60,31.0,6,WIN,140.0,Bull Put,15.33,127.0,1,1.0,2019_01,420.0,2019,normal
2019-01-07,CONDOR,400+450,400,600,75.9,160,81.0,5,WIN,280.0,Condor,16.3,128.9,0,0.75,2019_02,300.0,2019,elevated
2019-01-10,Normal,550,550,750,91.6,60,31.0,5,WIN,140.0,Bull Put,15.35,120.4,0,1.0,2019_02,420.0,2019,normal
2019-01-15,Normal,550,550,750,91.2,60,31.0,5,WIN,140.0,Bull Put,15.58,121.8,0,1.0,2019_03,420.0,2019,normal
2019-01-16,Wednesday-MW,600,600,800,94.8,50,24.0,6,WIN,150.0,Bull Put,16.08,116.8,0,0.75,2019_03,300.0,2019,elevated
2019-01-22,Normal,550,550,750,94.3,60,31.0,7,WIN,140.0,Bull Put,17.99,109.2,0,1.0,2019_04,300.0,2019,elevated
2019-01-23,Wednesday-MW,600,600,800,95.9,50,24.0,6,WIN,150.0,Bull Put,18.09,110.8,1,0.75,2019_04,300.0,2019,elevated
2019-01-29,Normal,550,550,750,92.7,60,31.0,5,WIN,140.0,Bull Put,18.43,115.9,2,1.0,2019_05,300.0,2019,elevated
2019-01-30,Wednesday-MW,600,600,800,95.3,50,24.0,5,WIN,150.0,Bull Put,17.85,114.4,0,0.75,2019_05,300.0,2019,elevated
2019-02-01,Near-VC,700,700,900,96.7,80,44.0,5,WIN,120.0,Bull Put,15.72,123.8,0,0.75,2019_05,420.0,2019,normal
2019-02-04,Monday-RW,600,600,800,93.5,45,20.9,5,WIN,155.0,Bull Put,15.72,123.1,1,0.75,2019_06,420.0,2019,normal
2019-02-05,Normal,550,550,750,91.9,60,31.0,7,WIN,140.0,Bull Put,15.78,119.2,1,1.0,2019_06,420.0,2019,normal
2019-02-11,Monday-RW,600,600,800,95.2,45,20.9,7,WIN,155.0,Bull Put,15.84,114.9,1,0.75,2019_07,420.0,2019,normal
2019-02-12,NarrowCondor,400+400,400,600,81.9,220,116.0,6,WIN,180.0,Condor,15.75,112.9,1,0.75,2019_07,420.0,2019,normal
